,feature name,feature value,min,1q,median,3q,max,mean,sd,n (nearest 5),kfold
257,stroke_severity_arrival,33.0,110.41632337891497,137.6145555775473,161.39011623424477,166.86195397736503,206.19931336474605,155.9187497151733,26.609267685673448,15,4
258,stroke_severity_arrival,34.0,115.09909540985711,182.89459769581444,206.2415571506042,224.1544999989099,251.87586886267178,197.49920494689238,37.49413125740092,20,4
259,stroke_severity_arrival,35.0,-2.536979618272744,134.412779836345,167.0518335282104,178.00811459724326,208.9992027188465,154.3723486808507,47.848259833928466,15,4
260,stroke_severity_arrival,36.0,142.08476037366316,162.79739137587137,179.09322617158296,191.83211410782764,225.02550377761946,180.59915125679225,23.88028278407277,10,4
261,stroke_severity_arrival,37.0,196.719171795547,216.45129811168647,225.0288726294972,250.9388153701252,271.8733555539418,233.2032454333348,23.401264557706593,10,4
262,stroke_severity_arrival,38.0,149.92885186667553,190.10036601185564,211.2489302699268,222.85051182778554,231.25493352673016,202.26224702273822,27.346341044377034,10,4
263,stroke_severity_arrival,39.0,166.54614145517348,195.43911538326415,214.753214038983,240.13759188362513,272.8519060287206,217.7507682041762,34.930130751525475,<10,4
264,stroke_severity_arrival,40.0,193.9675518547464,221.85802937484578,245.840157080628,247.52139621206095,270.9657273927238,235.64746964313025,23.153709510094878,<10,4
265,stroke_severity_arrival,41.0,221.71310528606176,225.3483937271405,231.71330788807012,238.37044177929755,242.88238941126968,232.00552761836792,8.329477809038304,<10,4
266,stroke_severity_arrival,42.0,114.79568428259809,174.78620544857347,206.06769204488955,229.530036628847,246.47954093825072,198.99858769133198,34.84664671890071,20,4
267,age,0-60,-145.526565332663,-33.127704739930344,-26.249914092008257,-21.97208413203829,66.11353586436249,-29.04246942142158,12.803731024427242,4155,4
268,age,60-80,-93.4248031354323,-17.373961945042247,-9.609862942431356,-4.33791270217509,67.18724186733947,-11.072122438618823,10.591369257564999,11975,4
269,age,80+,-34.13179431250319,8.062146490234882,20.480181155307218,41.11098068182997,177.2839044206636,27.332798927164863,25.4193910005368,11150,4
270,prior_disability,0.0,-79.48692939020694,-14.335929353311657,-12.729252425413579,-11.442073583062738,14.41082942219451,-13.22116209580082,3.4467140012996733,14195,4
271,prior_disability,1.0,-46.64601459397003,-6.1664668504148725,-4.149125828156247,-1.4305961943604053,41.905324661107734,-3.2443875380578784,5.092047610292753,4655,4
272,prior_disability,2.0,-46.69685090214014,6.705324736498296,9.84419357306324,13.969292655400931,56.28909505899064,10.773692180195985,7.167399530731961,2815,4
273,prior_disability,3.0,-5.903354429043829,28.049106227990706,32.06442252620123,37.03750589114148,98.64683234555646,32.746965478170864,8.570358702915954,3360,4
274,prior_disability,4.0,-30.288870608308354,37.793528622935995,46.65579510113224,53.27767442015465,101.42621035978198,44.94315588804058,13.010445023393723,1785,4
275,prior_disability,5.0,-36.96964443866629,53.64234189243056,65.98374458472244,79.19721049084328,141.22879099627957,66.46274296756054,19.986590193048272,465,4
276,any_afib_diagnosis,0.0,-20.73192272159271,-2.411177067672834,-1.5468204012606293,-0.9831936841644346,16.36885167621076,-1.8297954185585756,1.619219085180381,19935,4
277,any_afib_diagnosis,1.0,-66.85805488778279,4.432559573380277,7.193984231920913,10.961011490724049,62.028616401329636,7.911199743010013,6.139206943424019,7340,4
278,precise_onset_known,0.0,-39.74815478177741,1.02135896300897,2.421900045927614,4.405014621429145,47.214915877394375,2.864410658094302,3.9858873783439073,11520,4
279,precise_onset_known,1.0,-25.579401360284535,-2.2978054844774305,-1.361000718753785,-0.6315412172675132,22.240947008021177,-1.595375582116455,2.149201010098149,15760,4
280,Treatment_time_270_both,Early IVT & early MT,-86.67318189449608,-27.326972657814622,-16.066997786164283,-8.958874498261139,40.152986616641286,-18.08425062526298,14.448661585680307,385,0
281,Treatment_time_270_both,Early IVT & late MT,-64.63449097059667,-6.010039532463998,-1.8005450983345508,4.661185301542282,88.92078301094472,-0.7824667750894772,14.045453614652532,405,0
282,Treatment_time_270_both,Early IVT only,-41.35638905736618,-2.1158289522863925,-0.8067881691153161,0.7590603734087199,30.152273836834357,-0.5289684071775267,4.111658942643944,6920,0
283,Treatment_time_270_both,Early MT only,-90.63750238245353,-17.35506242162548,-5.6428328630048785,6.312429902539588,45.500425325483086,-6.434589791955659,24.05946914919624,160,0
284,Treatment_time_270_both,Late IVT & late MT,-25.951854876726866,-8.145960110761225,10.794433273524046,16.47416733469814,53.86896581664681,8.313876735956262,19.741610180096686,20,0
285,Treatment_time_270_both,Late IVT only,-26.821608127877116,-2.0201119856350123,3.2350872798264025,9.665776108875871,68.49300264213234,5.671404188572802,14.167523220745363,315,0
286,Treatment_time_270_both,Late MT only,-63.85949258804321,10.537126175304875,24.25234715528786,34.99926048452035,109.55195535726845,23.830037043442328,22.75902088239767,290,0
287,Treatment_time_270_both,No treatment,-25.535224329754712,2.9521165419369937,3.8965261940658094,5.768750305948779,35.13557537727058,4.609542592953928,3.586381696027253,18790,0
288,Treatment_time_270_both,Early IVT & early MT,-81.51282656349241,-16.775334255881607,-8.98040702810511,0.05355114337056875,85.55177768446505,-9.047363681629331,18.36116502912055,355,1
289,Treatment_time_270_both,Early IVT & late MT,-57.30304726943373,6.367146984282881,12.33135216820985,18.648021775856613,79.48667419821024,12.533819785155728,14.006432031175901,375,1
290,Treatment_time_270_both,Early IVT only,-31.202957547307015,-4.197236510198564,-2.9375784783624113,-1.5166054841084406,45.317659558057784,-2.456086202221571,3.7477691457075224,6975,1
291,Treatment_time_270_both,Early MT only,-76.72494849532842,-8.661224231766537,0.37183161173015833,10.859819776527583,44.19494723215699,-0.1350883472479903,20.378435711690358,150,1
292,Treatment_time_270_both,Late IVT & late MT,-26.23033403754234,-2.1577447605133058,1.806059882491827,29.08525293171406,75.52140265583992,14.300465637892485,26.61824016070694,20,1
293,Treatment_time_270_both,Late IVT only,-57.06316048202105,-4.329661123584956,0.7032296497188508,4.398449306220282,47.870701263090595,0.8838191902131276,12.46458889024827,230,1
294,Treatment_time_270_both,Late MT only,-26.344360228702428,21.464882373344153,30.496181258372964,42.06711062030867,128.03074718467892,31.478410412396652,20.255262218157775,285,1
295,Treatment_time_270_both,No treatment,-14.396711123809219,3.5425315427407624,4.04110416688025,5.233114333515987,22.047949838191272,4.784744244977521,2.8614548836947815,18885,1
296,Treatment_time_270_both,Early IVT & early MT,-104.67387627102434,-24.779429806242696,-17.732806799905376,-11.254960813350044,27.975666779298336,-18.469516665215647,13.203779577945385,385,2
297,Treatment_time_270_both,Early IVT & late MT,-57.65446086347103,-3.2457600954174994,3.4202850271668286,10.037883186936378,63.21998258221895,3.4200122707971286,13.527217133365335,375,2
298,Treatment_time_270_both,Early IVT only,-40.547576065287,-5.3569057008624075,-3.838224638774991,-2.4239376920647917,29.265799115151168,-3.938259784243433,3.48687252061169,6950,2
299,Treatment_time_270_both,Early MT only,-61.927790605425834,-11.291133933030068,1.1507637114822864,13.424399289484136,71.23993499176576,1.523544809121416,22.88092780745878,160,2
300,Treatment_time_270_both,Late IVT & late MT,-26.066748741865158,18.1626762990281,26.405705759599805,43.57856737522408,128.16274387612938,32.087408760410725,30.86594246302306,20,2
